#Sample ID	Index.AO	all_data	Latitude	Longitude	Depth	Date.Collection	PlotCreated	Type	Dry.weight.g_g.2017	ResinP.ppm.2017	Soil.pH.water.2017	Soil.pH.CaCl2.2017	pH.water	pH.CaCl2	LOI.per	Total.C.per	Total.N.per	Total.P.mg_kg	DOC_mg.C_kg	DON_mg.N_kg	DOC_DON	NH4.mg.N_kg	NO3.mg.N_kg	TDN.mg.N_kg	DIN.mg.N_kg	ResinP.mg_kg	Meh.Al.mg.Al_kg	Meh.Ca.mg.Ca_kg	Meh.Fe.mg.Fe_kg	Meh.K.mg.K_kg	Meh.Mg.mg.Mg_kg	Meh.Mn.mg.Mn_kg	Meh.P.mg.P_kg	Meh.Zn.mg.Zn_kg	Ca_Mg	N.E_TP.mg_kg	N.E.Pi.mg_kg	NE.Po.mg_kg	C.N	C.P	N.P	C.Po	C.N.atomic	C.P.atomic	N.P.atomic	C.Po.atomic	TEB	ECEC	BS	FumRel.C	FumRel.N	FumRel.P	MUP	bisMUP	BG	NAG	SULF	MUP.1	bisMUP.1	MUP.2	bisMUP.2	PME.PDE	PME.PDE.1	MUP.SMBC.corr	bisMUP.SMBcorr	BG.SMB	NAG.SMB	SULF.SMB	BG.NA	BG.AP	NA.AP	MUP.TC	bisMUP.TC	BG.TC	NAG.TC	SULF.TC	SMB.C	SMB.N	SMB.P	SMB.C.N	SMB.C.P	SM.N.P	SMB.C.N.1	SMB.C.P.1	SM.N.P.1	Ox.Al	Ox.Fe	Ox.Mn	Ox.P	Ox.Al.1	Ox.Fe.1	Ox.Mn.1	Ox.P.1	DPS	Date.Soil.Measurements	MAT	MDR	MAXT	MINT	MAP	PSEA	Aridity_Index	NPP_2008_2019
Rou_0402	265	yes	9.334823	-79.780851	0-10 cm	28-Aug-17	Roubik	plot	0.63	0.09	5	3.94	4.88	4.14	19.93	5.34	0.35	141.62	340.17	28.21	12.1	0.89	3.08	32.18	3.97	0.12	1401.04	199.44	79.62	51.62	71.21	17.73	1.79	1.15	1.7	82.8	23	59.7	NA	NA	NA		NA	NA	NA		1.7	17.8	10	541.4	51.6	10.43	81.9	14.9	2	4.1	1	NA	NA	0.7	0.1	5.5	#DIV/0!	68	12.4	1.7	3.4	0.8	0.5	0.02	0.05	153.3	27.9	3.8	7.6	1.9	1203	114.8	26.1	10.5	46.1	4.4	12.2	119	9.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	15-Dec-14	25.5	6.6	30.4	21.3	3105	55	2.29	0.7
Rou_0404	266	yes	9.334823	-79.780851	0-10 cm	28-Aug-17	Roubik	plot	0.6	0.08	5.41	4.25	4.61	4	17.75	2.25	0.17	57.76	390.9	32.45	12	0.39	2.42	35.26	2.8	0.09	759.95	46.36	107.2	14.86	9.32	1.93	1.03	0.21	3	33.4	12.8	20.6	NA	NA	NA		NA	NA	NA		0.3	9.4	4	370.3	35.8	10.8	86.2	13.4	0.9	1.3	0.8	NA	NA	0.3	0.1	6.4	#DIV/0!	105	16.3	1.1	1.6	1	0.65	0.01	0.02	383	59.5	3.9	6	3.5	822.9	79.5	27	10.3	30.5	2.9	12.1	78.6	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	15-Dec-14	25.5	6.6	30.4	21.3	3105	55	2.29	0.7
She1_0202	273	yes	9.33253	-79.9541	0-10 cm	29-Aug-17	Sherman1	plot	0.6	7.25	6.3	5.37	6.08	5.24	11.74	3.46	0.34	478	35	4.55	7.6	0.6	3.24	8.38	3.83	5.52	832.4	2563.2	98.4	93.9	408.7	21.4	5.5	1.6	3.8	219.8	52.8	167.1	10.3	72.4	7.1	207.3	12	186.8	15.6	534.6	16.4	26.3	62	79.1	48.5	19.1	11.1	2.2	3.2	1.4	2.2	5.9	1	3.7	0.3	5	6.1	63	12.6	18.3	7.8	12.8	2.35	0.29	0.12	32	6.4	9.3	4	6.5	176	108	48	1.6	3.7	2.3	1.9	9.5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	18-Aug-08	26.4	6.1	30.6	22.7	3286	54	2.47	0.57
She1_0204	274	yes	9.33253	-79.9541	0-10 cm	29-Aug-17	Sherman1	plot	0.53	5.03	7.13	6.45	6.08	5.55	24.02	9.11	0.71	789	54	10.07	5.4	0.97	4.69	15.74	5.66	6.61	610.2	6172.6	191.6	28.8	349.6	62.3	3.7	3.3	10.7	315.8	56.7	259.1	12.9	115.4	9	351.4	15	297.7	19.9	906.3	33.8	41.8	81	566.2	110.4	55	27.2	3.8	8.2	3.9	10	12	1.5	42.2	3.3	7.1	8	22	3	6.5	3.1	7.9	2.1	0.3	0.14	29.9	4.2	9	4.3	10.9	1258	245	138	5.1	9.1	1.8	6	23.6	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	18-Aug-08	26.4	6.1	30.6	22.7	3286	54	2.47	0.57
She1_0303	276	yes	9.33253	-79.9541	0-10 cm	29-Aug-17	Sherman1	plot	0.64	3	6.16	5.27	5.95	5.5	19.83	8.55	0.71	652	74	8.35	8.8	1.59	5.14	15.08	6.73	7.17	707.1	4827.7	130.2	42.8	298.3	17.9	6.1	7.4	9.8	354.1	54.5	299.7	12.1	131.1	10.8	285.4	14.1	338.1	23.9	736.1	26.7	35.3	76	907.5	160.1	77.8	36.5	7.5	14.2	7.2	9	20.6	2.8	23.7	1.5	4.9	7.2	18	3.7	7	3.6	4.5	1.97	0.39	0.2	42.7	8.7	16.6	8.4	10.5	2017	356	195	5.7	10.4	1.8	6.6	26.7	4	2	5.2	0.36	126.7	75.7	92.6	6.6	4.1	2.4	18-Aug-08	26.4	6.1	30.6	22.7	3286	54	2.47	0.57
She1_0402	278	yes	9.33253	-79.9541	0-10 cm	29-Aug-17	Sherman1	plot	0.68	1.88	6.19	5.16	6.2	5.7	9.36	3.12	0.26	372	32	5.61	5.7	1	1.7	8.32	2.7	5.16	683.4	2488.1	127.1	19.4	122.5	35.1	4	1.8	12.3	172.4	40.8	131.6	11.8	83.8	7.1	237.1	13.8	216.2	15.7	611.3	13.5	21.9	62	175.8	55.3	23.1	12.8	2.6	5	2.8	2.6	7.3	1.1	9.1	0.6	4.8	6.4	33	6.8	12.7	7.1	6.6	1.79	0.39	0.22	41	8.5	15.9	8.9	8.2	391	123	58	3.2	6.8	2.1	3.7	17.4	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	18-Aug-08	26.4	6.1	30.6	22.7	3286	54	2.47	0.57
She1_0404	279	yes	9.33253	-79.9541	0-10 cm	29-Aug-17	Sherman1	plot	0.64	7.23	6.49	5.68	6.17	5.39	14.84	5.52	0.49	682	49	3.52	13.9	0.72	3.18	7.42	3.9	7.53	736	3631.3	168.8	26.7	129.7	15.1	6.8	1	17	367.1	58.5	308.6	11.3	81	7.1	179	13.2	208.9	15.8	461.5	19.3	28.4	68	706.2	99.6	33.5	15.1	2.8	8.8	2.4	3.5	9.5	1.6	12.8	0.9	5.4	5.9	10	1.8	5.6	1.5	2.2	3.72	0.59	0.16	27.3	5.1	16	4.3	6.4	1569	221	84	7.1	18.7	2.6	8.3	48.3	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	18-Aug-08	26.4	6.1	30.6	22.7	3286	54	2.47	0.57
Met_0202	286	yes	8.99459	-79.543	0-10 cm	30-Aug-17	Metropolitano	plot	0.72	2.32	6.94	6.2	7.25	6.18	14.4	5.12	0.41	437	35.2	3.12	11.3	0.38	1.64	5.15	2.03	6.891	996.6	3682.9	147.3	204.9	819.8	100.7	11.2	1.4	2.7	241.9	61.4	180.5	12.5	117.2	9.4	283.6	14.5	302.4	20.8	731.4	25.6	37.9	68	59.3	17.9	6.1	4.9	0.9	2.7	1.4	0.8	3	0.4	8.2	0.7	5.5	7.9	37	6.8	20.8	10.4	5.7	2	0.56	0.28	9.5	1.7	5.4	2.7	1.5	132	40	15	3.3	8.6	2.6	3.9	22.3	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-Sep-09	26.6	7.9	32.2	21.7	1902	62	1.26	0.38
Met_0204	287	yes	8.99459	-79.543	0-10 cm	30-Aug-17	Metropolitano	plot	0.62	4.65	7.11	6.47	7.1	6.22	4.4	2.15	0.18	712	65	2.64	24.6	1.58	2.15	6.37	3.73	5.338	1034	4049.2	133.4	108.1	1017.9	87.5	11.9	1.6	2.4	NA	NA	NA	11.9	30.1	2.5	#DIV/0!	13.9	77.7	5.6	#DIV/0!	28.9	41.4	70	58	21.1	8.9	6.1	1	3.9	2	1.3	3.6	0.4	9	0.9	6.3	8.7	47	7.4	30.5	15.2	9.8	2.01	0.65	0.32	28.4	4.5	18.3	9.1	5.9	129	47	22	2.7	5.8	2.1	3.2	15	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-Sep-09	26.6	7.9	32.2	21.7	1902	62	1.26	0.38
Met_0303	289	yes	8.99459	-79.543	0-10 cm	30-Aug-17	Metropolitano	plot	0.61	8.08	6.7	6.13	7	6.6	24.1	8.93	0.66	635	83.6	4.97	16.8	0.97	4.89	10.83	5.86	13.042	431	5672.4	332.2	252.7	1068.1	98.1	11.8	10.2	3.2	330.4	58.8	271.6	13.5	140.6	10.4	328.9	15.8	362.5	23	848.1	37.7	44.7	84	213.3	77.5	47.3	17.6	2	9.3	7.2	5.2	6.6	1.2	37.3	3.1	9	5.5	37	4.1	19.7	15.1	10.9	1.3	0.53	0.41	19.7	2.2	10.5	8	5.8	474	172	118	2.8	4	1.5	3.2	10.3	3.2	1.2	3.5	0.42	199.9	46.3	62.8	7.7	6.5	5.9	07-Sep-09	26.6	7.9	32.2	21.7	1902	62	1.26	0.38
Met_0402	291	yes	8.99459	-79.543	0-10 cm	30-Aug-17	Metropolitano	plot	0.63	4.06	6.84	6.03	6.89	6.05	17.3	5.28	0.39	449	54.6	5.7	9.6	2.05	2.93	10.68	4.98	4.243	694.3	2352.7	120.4	129.1	645.7	65.8	3.6	NA	2.2	195.6	47.8	147.8	13.4	117.4	8.8	357	15.6	302.7	19.4	920.6	17.4	26	67	134	44.6	25.7	13.8	2.2	3.8	3.4	2.6	6.8	1	8.7	0.8	6.3	7.1	46	7.3	12.7	11.3	8.6	1.13	0.27	0.24	26.2	4.1	7.2	6.4	4.8	298	99	64	3	4.6	1.5	3.5	12	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-Sep-09	26.6	7.9	32.2	21.7	1902	62	1.26	0.38
Met_0404	292	yes	8.99459	-79.543	0-10 cm	30-Aug-17	Metropolitano	plot	0.61	10.44	7.09	6.58	6.71	5.76	14.2	2.47	0.23	394	153.9	11.63	13.2	2.91	2.55	17.09	5.46	2.676	805.6	1727.4	164.5	94.5	361	36.5	3.8	12.5	2.9	93.7	28.5	65.2	10.9	62.7	5.7	378.6	12.7	161.6	12.7	976.4	11.8	21.8	54	104.2	39.4	14.6	13.2	2.2	2.8	3.1	3	7.4	0.8	4.6	0.6	6	9.3	57	9.6	12.1	13.5	13	0.9	0.21	0.24	53.7	9	11.4	12.7	12.2	232	88	36	2.6	6.4	2.4	3.1	16.4	5.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-Sep-09	26.6	7.9	32.2	21.7	1902	62	1.26	0.38
She2_0202	299	yes	9.32296	-79.9621	0-10 cm	31-Aug-17	Sherman2	plot	0.52	0.26	5.1	4.04	4.7	4.25	18.77	4.26	0.35	173	388	28.2	13.8	3.23	0.56	31.98	3.78	0.12	1071.4	1326.7	112.1	23.4	501	17.6	1.5	0.8	1.6	60.1	24.4	35.7	12.3	245.9	19.9	1193.1	14.4	634.3	44.1	3076.7	10.8	23.4	46	374.3	79.7	23.8	103.4	19.1	2.2	6.9	2.8	70.9	9.5	3.3	0.3	5.4	7.4	124	23	2.7	8.3	3.4	0.32	0.02	0.07	242.7	44.9	5.2	16.2	6.6	832	177	59	4.7	14	3	5.5	36.1	6.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	25-Aug-08	26.4	6.1	30.5	22.6	3283	54	2.46	0.57
She2_0204	300	yes	9.32296	-79.9621	0-10 cm	31-Aug-17	Sherman2	plot	0.55	0.2	5.27	4.38	4.69	4.02	20.07	4.9	0.43	216	338	26	13	6.83	0.85	33.67	7.67	0.1	1001	1458.4	145.1	40.9	459.7	50.1	1.5	2.9	1.9	102.6	34.2	68.5	11.5	226.9	19.8	715.2	13.4	585.1	43.8	1844.4	11.2	23.3	48	485	86.2	35.9	102.6	20.7	3.2	9.5	3.1	77.4	12.1	3.8	0.4	5	6.4	95	19.2	2.9	8.8	2.9	0.34	0.03	0.09	209.6	42.3	6.5	19.3	6.4	1078	192	90	5.6	12	2.1	6.6	31	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	25-Aug-08	26.4	6.1	30.5	22.6	3283	54	2.46	0.57
She2_0303	302	yes	9.32296	-79.9621	0-10 cm	31-Aug-17	Sherman2	plot	0.5	0.2	5.44	4.45	4.28	3.65	16.15	2.84	0.28	154	550	43.97	12.5	2.44	1.63	48.04	4.07	0.31	1240.6	840.1	121.1	29.4	372.2	14.2	1.1	1	1.4	61.2	27.7	33.5	10.2	184.7	18	849.1	11.9	476.2	39.9	2189.8	7.3	21.8	34	299.5	62.3	14.1	77.5	11	1.2	1.8	1.7	33.8	5.5	1.4	0.2	7.1	6.1	116	16.5	1.8	2.6	2.6	0.67	0.02	0.02	272.9	38.5	4.1	6.2	6.1	666	138	35	4.8	18.9	3.9	5.6	48.6	8.7	2.9	7.9	0.25	20.4	109	140.6	4.5	0.7	0.3	25-Aug-08	26.4	6.1	30.5	22.6	3283	54	2.46	0.57
She2_0402	304	yes	9.32296	-79.9621	0-10 cm	31-Aug-17	Sherman2	plot	0.64	0.26	5.58	4.66	4.34	3.95	18.71	4.11	0.36	215	382	26.45	14.4	1.72	1.58	29.75	3.3	0.19	1136.6	666.9	130.3	68.5	279.6	10.8	1.6	0.7	1.4	93.1	35.7	57.4	11.5	191.4	16.7	716.6	13.4	493.5	36.9	1847.9	5.8	19.2	30	403	75.6	37.6	92.8	16	4.2	3.9	2.3	48	5.8	2.3	0.2	5.8	8.3	104	17.8	4.7	4.3	2.6	1.07	0.04	0.04	225.9	38.8	10.1	9.4	5.7	896	168	94	5.3	9.5	1.8	6.2	24.6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	25-Aug-08	26.4	6.1	30.5	22.6	3283	54	2.46	0.57
She2_0404	305	yes	9.32296	-79.9621	0-10 cm	31-Aug-17	Sherman2	plot	0.56	0.22	5.62	4.71	4.27	4.07	20.9	5.81	0.47	222	332	26.96	12.3	1.8	2.59	31.35	4.39	0.3	963	1237.2	158.4	39.5	354.6	51.9	1.6	2.2	2.1	121.3	39.2	82.1	12.4	261.4	21	708.2	14.5	674.2	46.5	1826.3	9.2	20.9	44	467.8	89	40.3	86.5	16.7	4.6	4.1	3.3	59.7	7.3	2.4	0.1	5.2	8.2	83	16	4.4	3.9	3.2	1.12	0.05	0.05	148.8	28.7	7.9	7.1	5.7	1039	198	101	5.3	10.3	2	6.1	26.6	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	25-Aug-08	26.4	6.1	30.5	22.6	3283	54	2.46	0.57
Cor_0202	312	yes	8.532175	-79.899363	0-10 cm	04-Sep-17	Coronado	plot	0.83	2.66	6.8	5.89	6.15	5.48	5.689684282	2.37	0.18	97.21973094	76.37814489	8.444304839	9.044929849	1.328540541	0.14772422	9.9205696	1.476264761	4.25	387.3	1259.4	51.6	64.6	157.5	28.8	3.2	0.9	4.8	49.07845426	11.29239303	37.78606123	NA	NA	NA		NA	NA	NA		7.7	12.4	62	214.614121	38.85671463	15.8944749	11.87802309	4.039666905	3.183860496	5.556529816	0.5719546	NA	NA	NA	NA	2.940347156	#DIV/0!	24.90567893	8.470319186	6.675875829	11.65085692	1.199266706	0.572994405	0.26804633	0.46779921	50.21705659	17.07861484	13.46049771	23.49149938	2.418068755	477	86	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		27.2	7.9	32.8	22.7	1488	72	0.96	0.49
Cor_0204	313	yes	8.532175	-79.899363	0-10 cm	04-Sep-17	Coronado	plot	0.79	1.37	6.68	5.91	6.19	5.3	5.715722427	2.11	0.16	77.68087215	65.5878561	7.754473652	8.458066793	2.536193735	0.043941335	10.33460872	2.58013507	1.13	534.5	1127.3	153.6	38.5	144.4	47.3	1.9	1	4.7	43.21209504	8.168741355	35.04335368	NA	NA	NA		NA	NA	NA		6.9	13.9	50	196.0766619	34.71339067	15.18231741	36.56004161	7.499959264	2.317988335	7.088246139	0.755933851	NA	NA	NA	NA	4.874698692	#DIV/0!	83.90605269	17.21256184	5.319831237	16.26767169	1.734883844	0.327018601	0.063402235	0.193879597	173.401633	35.57176432	10.99405101	33.61903874	3.585339579	436	77	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		27.2	7.9	32.8	22.7	1488	72	0.96	0.49
Cor_0303	315	yes	8.532175	-79.899363	0-10 cm	04-Sep-17	Coronado	plot	0.81	1.64	6.61	5.78	6.4	5.72	5.415405314	2.02	0.16	87.17705736	56.90196968	6.809761317	8.355941865	1.510502107	0.410596593	8.730860018	1.9210987	1.89	462.3	1013.8	93.9	40.6	112.5	37.5	2.5	0.7	5.5	41.83874105	8.801746378	33.03699467	NA	NA	NA		NA	NA	NA		6.1	11.9	51	203.0400093	34.97160865	15.22251392	12.07319238	3.116260309	1.548696466	3.376165676	0.580170265	NA	NA	NA	NA	3.8742567	#DIV/0!	26.75796061	6.906604977	3.432394491	7.482636349	1.285838294	0.458714594	0.128275639	0.279641504	59.91071032	15.46379473	7.685084642	16.75352114	2.878974473	451	78	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		27.2	7.9	32.8	22.7	1488	72	0.96	0.49
Cor_0402	317	yes	8.532175	-79.899363	0-10 cm	04-Sep-17	Coronado	plot	0.77	1.35	6.63	5.77	6.73	6.11	6.102034011	2.26	0.18	110.9906664	75.52835538	7.425889383	10.17095078	2.698030227	1.197219556	11.32113917	3.895249783	3.97	500.9	1610	93.3	89.6	172.9	45.2	4.7	1.9	5.6	58.34266786	13.85987236	44.4827955	NA	NA	NA		NA	NA	NA		9.7	15.9	61	261.7724195	49.47292736	22.66843453	10.83135086	4.085426418	5.796173955	3.806502318	0.577102442	NA	NA	NA	NA	2.651216728	#DIV/0!	18.61963876	7.023054194	9.963915546	6.543569588	0.992068222	1.522703383	0.535129369	0.351433756	48.0043456	18.10653391	25.68853518	16.87034749	2.55770729	582	110	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		27.2	7.9	32.8	22.7	1488	72	0.96	0.49
Cor_0404	318	yes	8.532175	-79.899363	0-10 cm	04-Sep-17	Coronado	plot	0.79	1.69	6.78	6.06	6.76	6.04	4.356602187	1.62	0.14	77.4846013	70.53007992	8.022108554	8.791962793	2.319877745	0.250665533	10.59265183	2.570543278	1.52	412	1046.8	101.4	45.4	103	55.8	3.3	1.3	6.2	43.07386251	7.529468022	35.54439449	NA	NA	NA		NA	NA	NA		6.2	11.5	54	134.0957309	24.6559024	9.864612508	11.10020819	3.224264177	2.05417581	3.581651512	0.407201571	NA	NA	NA	NA	3.442710516	#DIV/0!	37.25020664	10.82002291	6.893426872	12.01934745	1.366491727	0.573527548	0.185057413	0.322665256	68.57373402	19.91853038	12.69007781	22.12636141	2.515568333	298	55	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		27.2	7.9	32.8	22.7	1488	72	0.96	0.49
CG_0202	325	yes	8.91182	-79.5868	0-10 cm	05-Sep-17	CerroGalera	plot	0.63	5.34	7.22	6.46	6.08	5.74	10.52	2.92	0.22	768	120	3.02	40	2.98	3.69	9.68	6.67	4.88	750.8	2063.2	129.9	70.9	479	206.1	4.1	3.2	2.6	317	86.5	230.5	13	38	2.9	126.5	15.2	98	6.5	326.3	14.4	24.2	60	422.3	84.3	13.5	13.4	1.6	4.1	2	4	5.4	0.8	2	0.4	8.1	7.2	14	1.7	4.4	2.1	4.2	2.08	0.31	0.15	45.8	5.6	14.2	6.8	13.6	938	187	34	5	27.8	5.6	5.8	71.7	12.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	28-Jul-08	26.9	7.9	32.5	22.3	1828	61	1.19	0.38
CG_0204	326	yes	8.91182	-79.5868	0-10 cm	05-Sep-17	CerroGalera	plot	0.71	2.01	6.85	5.9	6.46	6.26	12.11	3.29	0.26	756	142	12.73	11	2.32	3.75	18.79	6.07	4.51	537.5	2618.8	126.4	104.9	734.2	153.9	3.9	1.5	2.2	334.5	77.7	256.8	12.6	43.5	3.4	128	14.7	112.1	7.6	330.2	19.4	26.6	73	362.3	74	18	14.4	1.9	4.4	2.7	6.4	5.6	0.8	5.3	1	7.7	6.6	18	2.3	5.4	3.4	7.9	1.6	0.31	0.19	43.7	5.7	13.3	8.4	19.4	805	164	45	4.9	17.9	3.6	5.7	46.1	8.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	28-Jul-08	26.9	7.9	32.5	22.3	1828	61	1.19	0.38
CG_0303	328	yes	8.91182	-79.5868	0-10 cm	05-Sep-17	CerroGalera	plot	0.71	6.65	7.35	6.63	6.35	6.24	12.1	3.87	0.3	783	73	9.28	8	1.43	3.55	14.25	4.98	2.91	485.1	2974	131.5	32	668.6	226.2	2.9	1.9	2.7	346.3	55.8	290.5	13.1	49.4	3.8	133.2	15.3	127.3	8.3	343.4	20.4	27.3	75	265.3	59	22.9	12	1.2	3.6	2.5	4.2	4.8	0.8	11.8	1.7	10.5	6	20	2	6.2	4.2	7.2	1.46	0.3	0.21	31.1	3	9.4	6.4	11	590	131	57	4.5	10.3	2.3	5.2	26.6	5.1	1.6	4.1	1.47	140.5	58.5	74.2	26.8	4.5	3.4	28-Jul-08	26.9	7.9	32.5	22.3	1828	61	1.19	0.38
CG_0404	331	yes	8.91182	-79.5868	0-10 cm	05-Sep-17	CerroGalera	plot	0.67	4.35	7.27	6.27	6.34	5.87	12.01	3.6	0.27	902	54	5.84	9	0.97	3.44	10.26	4.42	4.26	582.1	2752.9	175.7	31.2	525.6	238.6	3.3	2.5	3.2	347.6	61.8	285.8	13.2	39.9	3	126	15.4	103	6.7	324.9	18.1	26.4	69	394.3	76.2	12.2	10.4	0.9	2.3	1.8	3.2	2.9	0.4	7.1	0.9	11.5	6.8	12	1	2.6	2.1	3.7	1.26	0.22	0.17	29	2.5	6.4	5	8.9	876	169	30	5.2	28.8	5.6	6	74.4	12.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	28-Jul-08	26.9	7.9	32.5	22.3	1828	61	1.19	0.38
P32_0202	338	yes	9.35583	-79.7269	0-10 cm	06-Sep-17	P32	plot	0.49	0.35	5.89	4.86	5.6	4.8	19.35997171	5.03	0.5	274.5147397	226.9725	24.5015	9.3	2.792	1.8365	29.13	4.6285	0.112	1015	1407.7	178.4	65.1	345	203.2	0.9	3.4	2.5	127.8	43.4	84.4	10	183.2	18.4	596.2	11.6	472.5	40.7	1537.5	10	23	44	435.8	93.7	22.8	96.7	18.8	3.6	3.4	4.9	52	10.7	5	0.8	5.1	4.8	100	19.5	3.7	3.5	5	1.08	0.04	0.03	192.3	37.5	7.2	6.7	9.7	968	208	57	4.7	17	3.7	5.4	43.9	8.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	30-Nov-09	25	6.7	30.1	20.7	3068	54	2.26	0.7
P32_0204	339	yes	9.35583	-79.7269	0-10 cm	06-Sep-17	P32	plot	0.49	0.59	5.73	4.62	5.3	4.4	20.88529773	5.76	0.48	342.6083701	299.3225	28.7785	10.4	2.303	2.2235	33.305	4.5265	0.294	1037.8	1054.5	187.5	61.6	284.9	141.2	1.8	4.7	2.2	158.8	48	110.8	12	168.1	14	519.6	14	433.5	30.9	1340	7.8	20.8	37	438.4	91.2	33	98.2	15.1	4.1	3	5.2	41.6	8.7	1.3	0.3	6.5	4.8	101	15.5	4.2	3.1	5.3	1.39	0.04	0.03	170.6	26.2	7.2	5.2	9	974	203	83	4.8	11.8	2.5	5.6	30.4	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	30-Nov-09	25	6.7	30.1	20.7	3068	54	2.26	0.7
P32_0303	341	yes	9.35583	-79.7269	0-10 cm	06-Sep-17	P32	plot	0.58	0.24	6.14	5.22	5.9	5	16.98510079	3.59	0.34	273.292168	177.4225	19.484	9.1	1.3135	1.055	21.8525	2.3685	0.286	1023.8	1359.9	165.7	49.5	274.4	212.7	0.9	6.8	3	114.6	32.5	82.2	10.5	131.4	12.6	437.2	12.2	339	27.8	1127.5	9.2	22.2	41	279.6	58.8	9.3	64.2	12.9	3.6	3	5	35.5	9.4	6.9	0.7	5	3.8	103	20.7	5.7	4.8	8	1.21	0.06	0.05	178.7	35.8	9.9	8.2	13.8	621	131	23	4.8	26.7	5.6	5.5	68.8	12.4	2.8	9.5	2.35	25.1	103.9	170.2	42.7	0.8	0.3	30-Nov-09	25	6.7	30.1	20.7	3068	54	2.26	0.7
P32_0402	343	yes	9.35583	-79.7269	0-10 cm	06-Sep-17	P32	plot	0.57	0.74	5.77	4.96	6.2	5.2	17.06760316	3.68	0.35	276.9029996	102.4975	11.7185	8.7	2.588	0.901	15.2075	3.489	0.402	906.7	2074.6	167.6	71.5	474.7	199	0.9	8.6	2.6	116.4	34.2	82.2	10.6	133	12.6	448.2	12.3	343.1	27.8	1155.8	14.4	26.2	55	374.3	78.7	26.1	48.3	9.1	3.4	4	4.9	21.9	7.8	6.9	0.7	5.3	2.8	58	10.9	4.1	4.8	5.9	0.86	0.07	0.08	131.1	24.7	9.2	10.8	13.4	832	175	65	4.8	12.8	2.7	5.5	32.9	5.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	30-Nov-09	25	6.7	30.1	20.7	3068	54	2.26	0.7
P32_0404	344	yes	9.35583	-79.7269	0-10 cm	06-Sep-17	P32	plot	0.57	0.48	5.45	4.59	5.9	5	21.93229901	6.27	0.62	387.8085012	173.6975	20.9345	8.3	6.7455	1.225	28.905	7.9705	0.228	971.8	1835.5	190.8	49.8	343.4	185.9	1.2	6.5	3.2	182.9	59.6	123.3	10.2	161.7	15.9	508.6	11.9	417.1	35.1	1311.6	12.1	24.6	49	578.6	122.7	54.6	115.9	17.1	3.6	10.9	6.2	46.8	9.1	7.8	1	6.8	5.1	90	13.3	2.8	8.5	4.8	0.33	0.03	0.09	184.8	27.3	5.8	17.4	9.9	1286	273	136	4.7	9.4	2	5.5	24.3	4.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	30-Nov-09	25	6.7	30.1	20.7	3068	54	2.26	0.7
Mad_0204	352	yes	9.21146	-79.5998	0-10 cm	07-Sep-17	Maddem	plot	0.55	8.3	6.76	5.97	6.96	6.67	24.2	9.46	0.87	1585	71	9.44	7.6	0.22	5.52	15.18	5.74	9.32	580.7	9092	97.4	31.1	496.1	134.6	8	3.8	11.1	866.1	105.1	761.1	10.9	59.7	5.5	124.3	12.7	153.9	12.1	320.6	49.5	57	87	605.8	115	42.1	18.9	2.8	6.5	2.3	8.5	8.3	1.3	55.2	4.3	6.9	6.4	14	2	4.9	1.7	6.3	2.89	0.35	0.12	20	2.9	6.9	2.4	9	1346	256	105	5.3	12.8	2.4	6.1	33	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	15-Sep-08	26.3	7.3	31.5	21.7	2384	62	1.67	0.68
